"ID"	"Study.name"	"Outcome"	"PERSON"	"Sample.size"	"Correlation"	"Fisher.s.Z"	"Std.Err"	"Full.Reference"	"Long.Dup"	"raw.r."	"Study"	"SEX"	"Best."	"AGE"	"East.West"	"setting2"	"Setting"	"1st"	"2nd"	"3rd"	"4th"	"aveORonlyR"	"aveDVs"	"Country"	"t"	"df"	"d_est"	"p.onetail"	"p.twotail"
"439"	"WP08ABm"	"AggBeh"	"."	136	0.2068	0.209826055319633	0.086710996952412	"Wallenius, M., & Punamaki, R. (2008). Digitial game violence and direct aggression in adolescence: A longitudinal study of the roles of sex, age, and parent-child communication. Journal of Applied Developmental Psychology, 29, 286-294."	"Blank"	"y"	1	"M"	"y"	"Child"	"West"	"Nonexp"	"NonexpS"	"0.280000"	"0.130000"	"."	"."	"0.2068"	"T1,T2"	"Finland"	2.41983211696652	134	0.422738231832094	0.00843432900134757	0.0168686580026951
"442"	"WPR07ABF"	"AggBeh"	"."	260	0.18	0.181982688600706	0.0623782861551805	"Wallenius, M., Punamaki, R. L., & Rimpela, A. (2007). Digital game playing and direct and indirect aggression in early adolescence: The roles of age, social intelligence, and parent-child communication. Journal of Youth & Adolescence, 36,$325-336."	"NB"	"y"	1	"F"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.18"	"."	"Finland"	2.91740443377976	258	0.36597765571301	0.00192027892997818	0.00384055785995636
"443"	"WPR07ABM"	"AggBeh"	"."	218	0.27	0.2768638226551	0.0681994339470473	"Wallenius, M., Punamaki, R. L., & Rimpela, A. (2007). Digital game playing and direct and indirect aggression in early adolescence: The roles of age, social intelligence, and parent-child communication. Journal of Youth & Adolescence, 36,$325-336."	"NB"	"y"	1	"M"	"n"	"Child"	"West"	"Nonexp"	"NonexpS"	"."	"."	"."	"."	"0.27"	"."	"Finland"	4.05962053688111	216	0.560829008703686	3.43638544215285e-05	6.87277088430571e-05
"444"	"WRM06AA"	"AggAff"	"First"	13	0.6209	0.72646840349792	0.316227766016838	"Weber, R., Ritterfeld, U., & Mathiak, K. (2006). Does playing violent video games induce aggression?: Empirical evidence of a functional magnetic resonance imaging study. Media Psychology, 8, 39-60."	"Exp"	"y"	1	"M"	"y"	"Adult"	"West"	"Exp"	"Exp"	"0.665700"	"0.569200"	"."	"."	"0.6209"	"rACC,amyg"	"Germany"	2.29729480319966	11	1.58415127846046	0.0211162116730892	0.0422324233461784
"445"	"WRM06AC"	"AggCog"	"First"	13	0.526	0.584598945074663	0.316227766016838	"Weber, R., Ritterfeld, U., & Mathiak, K. (2006). Does playing violent video games induce aggression?: Empirical evidence of a functional magnetic resonance imaging study. Media Psychology, 8, 39-60."	"Exp"	"y"	1	"M"	"y"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.526"	"."	"Germany"	1.84866418416761	11	1.23694190333075	0.0457715060992044	0.0915430121984087
"222"	"HHW08ABL"	"AggBeh"	"."	314	0.351	0.366583810628054	0.0567047977123743	"Hoph, W. H., Huber, G. L., & Weib, R. H. (2008). Media violence and youth violence: A 2-year longitudinal study. Journal of Media Psychology, 20, 79-96."	"L"	"y"	1	"MF"	"y"	"Child"	"West"	"Long"	"Long"	"."	"."	"."	"."	"0.351"	"."	"Germany"	6.46477591697778	312	0.749699272166694	1.95300020346402e-10	3.90600040692804e-10
"285"	"MK09ABL"	"AggBeh"	"."	139	0.29	0.298566263660178	0.0857492925712544	"Moller, I. & Krahe, B. (2009). Exposure to violent video games and aggression in German adolescents: A longitudinal analysis. Aggressive Behavior, 35, 75-89."	"L"	"y"	1	"MF"	"y"	"Child"	"West"	"Long"	"Long"	"."	"."	"."	"."	"0.29"	"."	"Germany"	3.48185104165239	137	0.606043732209095	0.000334303304600977	0.000668606609201954
"227"	"HHW08ACL"	"AggCog"	"."	314	0.2	0.202732554054082	0.0567047977123743	"Hoph, W. H., Huber, G. L., & Weib, R. H. (2008). Media violence and youth violence: A 2-year longitudinal study. Journal of Media Psychology, 20, 79-96."	"L"	"y"	1	"MF"	"y"	"Child"	"West"	"Long"	"Long"	"."	"."	"."	"."	"0.2"	"."	"Germany"	3.57522753334576	312	0.408248290463863	0.000202675831859537	0.000405351663719075
"290"	"MK09ACL"	"AggCog"	"."	137.5	0.2064	0.209408220641514	0.0862261227118454	"Moller, I. & Krahe, B. (2009). Exposure to violent video games and aggression in German adolescents: A longitudinal analysis. Aggressive Behavior, 35, 75-89."	"L"	"y"	1	"MF"	"y"	"Child"	"West"	"Long"	"Long"	"0.290000"	"0.130000"	"."	"."	"0.2064"	"NormBel,HAB"	"Germany"	2.42859372607214	135.5	0.421884135764292	0.00823438399033777	0.0164687679806755
"221"	"HHW08AB"	"AggBeh"	"."	314	0.3181	0.329531782595906	0.0567047977123743	"Hoph, W. H., Huber, G. L., & Weib, R. H. (2008). Media violence and youth violence: A 2-year longitudinal study. Journal of Media Psychology, 20, 79-96."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"0.351000"	"0.284000"	"."	"."	"0.361"	"T1,T2"	"Germany"	5.81135628536057	312	0.671056580570584	7.64851362826313e-09	1.52970272565263e-08
"284"	"MK09AB"	"AggBeh"	"."	219	0.253	0.258615384881626	0.0680413817439772	"Moller, I. & Krahe, B. (2009). Exposure to violent video games and aggression in German adolescents: A longitudinal analysis. Aggressive Behavior, 35, 75-89."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"0.180000"	"0.390000"	"."	"."	"0.253"	"T1,T2"	"Germany"	3.8008543955608	217	0.523015645355502	9.36727414961673e-05	0.000187345482992335
"226"	"HHW08AC"	"AggCog"	"."	314	0.2402	0.244986347581126	0.0567047977123743	"Hoph, W. H., Huber, G. L., & Weib, R. H. (2008). Media violence and youth violence: A 2-year longitudinal study. Journal of Media Psychology, 20, 79-96."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"0.196000"	"0.283000"	"."	"."	"0.2402"	"T1,T2"	"Germany"	4.32038129866504	312	0.4948886465776	1.04813087891673e-05	2.09626175783346e-05
"258"	"KM04AC"	"AggCog"	"."	231	0.1841	0.186223236451078	0.0662266178532522	"Krahé, B., & Möller, I. (2004). Playing violent electronic games, hostile attributional style, and aggression-related norms in German adolescents. Journal of Adolescence, 27, 53-69. "	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"0.060000"	"0.300000"	"."	"."	"0.1841"	"HABp, agg.normsp"	"Germany"	2.81190920641183	229	0.374602893004002	0.00267599621209001	0.00535199242418001
"289"	"MK09AC"	"AggCog"	"."	219	0.2159	0.219351629532748	0.0680413817439772	"Moller, I. & Krahe, B. (2009). Exposure to violent video games and aggression in German adolescents: A longitudinal analysis. Aggressive Behavior, 35, 75-89."	"Blank"	"y"	1	"MF"	"y"	"Child"	"West"	"Nonexp"	"Nonexp"	"0.250000"	"0.100000"	"0.380000"	"0.200000"	"0.2159"	"T1,T2"	"Germany"	3.22379739961945	217	0.442229776924174	0.00073001307940903	0.00146002615881806
"343"	"SBL08DS"	"Desen"	"First"	42	-0.0131	-0.0131007494408351	0.160128153805087	"Straude-Muller, F., Bliesener, T., & Luthman, S. (2008). Hostile and hardened? An experimental study on (de-)sensitization to violence and suffering through playing video games. Swiss Journal of Psychology, 67, 41-50."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"0.321000"	"-0.343000"	"."	"."	"-0.0131"	"agg,avers"	"Germany"	-0.0818141540355342	40	-0.0262022483803876	0.53239873814805	1.0647974762961
"344"	"SBL08PA"	"PhysArous"	"First"	42	0.0299	0.0299089150822591	0.160128153805087	"Straude-Muller, F., Bliesener, T., & Luthman, S. (2008). Hostile and hardened? An experimental study on (de-)sensitization to violence and suffering through playing video games. Swiss Journal of Psychology, 67, 41-50."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Exp"	"Exp"	"0.304000"	"-0.251000"	"."	"."	"0.0299"	"HR,resp."	"Germany"	0.186781114822976	40	0.0598267488356317	0.426388196556794	0.852776393113589
"217"	"GTG87AB"	"AggBeh"	"."	5218	0.1447	0.145722794168847	0.0138475468647216	"Grusser,-S-M; Thalemann, R. Griffiths,M-D. (2007). Excessive computer game playing: evidence for addiction and aggression? Cyberpsychol-Behav. 2007 Apr; 10(2): 290-2."	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.1447"	"."	"Germany"	10.5233653001814	5216	0.292478165032492	6.08174258365165e-26	1.21634851673033e-25
"346"	"SGB06AC"	"AggCog"	"."	370	0.4898	0.535797178017232	0.0521995750971881	"Sigurdsson, J. F., Gudjonsson, G. H.., Bragason, A. V., Kristjansdottir, E., Sigfusdottir, I. D. (2006). The role of violent cognition in the relationship between personality and the involvement in violent films and computer games. Personality and Individual Differences. Vol 41(2), Jul 2006, pp. 381-392"	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"0.4898"	"."	"Iceland"	10.2643973062933	368	1.12360733163203	3.31939944903888e-22	6.63879889807775e-22
"347"	"SGB06DS"	"Desen"	"."	370	-0.3211	-0.332873080288354	0.0521995750971881	"Sigurdsson, J. F., Gudjonsson, G. H.., Bragason, A. V., Kristjansdottir, E., Sigfusdottir, I. D. (2006). The role of violent cognition in the relationship between personality and the involvement in violent films and computer games. Personality and Individual Differences. Vol 41(2), Jul 2006, pp. 381-392"	"NB"	"y"	1	"MF"	"n"	"Adult"	"West"	"Nonexp"	"Nonexp"	"."	"."	"."	"."	"-0.3211"	"."	"Iceland"	-6.37693084031033	368	-0.678109065818057	0.999999999728943	1.99999999945789
"118"	"BTC04PA"	"PhysArous"	"First"	22	0.2468	0.252002375555092	0.229415733870562	"Baldaro, B. Tuozzi, G., Codispoti, M., Montebarocci, O.,, Barbagli, F., Trombini, E., Rossi, N. (2004) Aggressive and non-violent videogames: short-term psychological and cardiovascular effects on habitual players.  Stress and Health (20)"	"Exp"	"y"	1	"M"	"y"	"Adult"	"West"	"Exp"	"Exp"	"0.483800"	"0.258800"	"-0.056500"	"."	"0.2468"	"sys,dia,hr"	"Italy"	1.09845288857683	20	0.509356201984795	0.142527551036484	0.285055102072968
"117"	"BTC04AB"	"AggBeh"	"First"	22	0.3384	0.352284502981566	0.229415733870562	"Baldaro, B. Tuozzi, G., Codispoti, M., Montebarocci, O.,, Barbagli, F., Trombini, E., Rossi, N. (2004) Aggressive and non-violent videogames: short-term psychological and cardiovascular effects on habitual players.  Stress and Health (20)"	"NB"	"y"	1	"M"	"n"	"Adult"	"West"	"Exp"	"Exp"	"."	"."	"."	"."	"0.3384"	"."	"Italy"	1.5355725478721	20	0.719233053340075	0.0701562849706604	0.140312569941321
"348"	"SKM01AA"	"AggAff"	"Third"	55	0.4035	0.427822577131983	0.138675049056307	"Sakamoto, A,, Kobayashi, S., & Mouri, M. (2001). Kougekigata terebigemu no shiyou ga joshi daigakusei no bouryokusei ni oyobosu eikyou: genjitsusei to houshousei no chousei kouka [The effect of violent video game use on violence of female university students: The adjustment effect of reality and reward].The Japanese Psychological Association 65th Annual Meeting, p. 804."	"Exp"	"y"	1	"F"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.4035"	"."	"Japan"	3.08507247730103	53	0.881986834109717	0.00161542440059863	0.00323084880119727
"472"	"YY01AA"	"AggAff"	"Third"	30	0.3989	0.422340091218634	0.192450089729875	"Yukawa, S., & Yoshida, F. (2001). Bouryokuteki terebigemu to kougeki: Gemu _tokusei oyobi sankasei no kouka [Violent video games and aggression: The effects of game format and participation], Tsukuba Psychological Research, 23,115-127. "	"Exp"	"y"	1	"M"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.3989"	"."	"Japan"	2.19454348819185	28	0.870016186971308	0.0183276227630608	0.0366552455261216
"251"	"K01AB"	"AggBeh"	"First"	24	0.1956	0.198153386255643	0.218217890235992	"Katori, T. (2001). Bouryokuteki bideogemu no kougeki sokushin kouka to sougosayousei [The effects of violent video games and interactivity on aggression].Proceedings of the 42nd convention of the Japanese Society of Social Science, pp. 602-603. "	"Exp"	"y"	1	"M"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.1956"	"."	"Japan"	0.908052891728308	22	0.398905350911323	0.186845203886523	0.373690407773045
"349"	"SKM01AB"	"AggBeh"	"Third"	55	0.2991	0.308530886247704	0.138675049056307	"Sakamoto, A,, Kobayashi, S., & Mouri, M. (2001). Kougekigata terebigemu no shiyou ga joshi daigakusei no bouryokusei ni oyobosu eikyou: genjitsusei to houshousei no chousei kouka [The effect of violent video game use on violence of female university students: The adjustment effect of reality and reward].The Japanese Psychological Association 65th Annual Meeting, p. 804."	"Exp"	"y"	1	"F"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.2991"	"."	"Japan"	2.22484786086089	53	0.626898293043947	0.0151856477071174	0.0303712954142347
"351"	"SON01AB1"	"AggBeh"	"both"	35	0.3157	0.32686385220667	0.176776695296637	"Sakamoto, A. Ozaki, M., Narushima, R., Mori, T., Sakamoto, K., Takahira, M., et al. (2001). Terebigemu asobi ga ningen no bouryoku koudou ni oyobosu eikyo to sono katei: Joshidaigakusei ni taisuru 2-tsu no shakaishinrigakuteki jikken [The influence of video game play on human violence and its process: Two social psychological experiments of female university students]. Studies in Simulation and Gaming, 11(1), 28-39."	"Exp"	"y"	1	"F"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.3157"	"."	"Japan"	1.84902117136075	33	0.665430756401431	0.0367151664563882	0.0734303329127765
"352"	"SON01AB2"	"AggBeh"	"both"	42	0.2735	0.280642905704587	0.160128153805087	"Sakamoto, A. Ozaki, M., Narushima, R., Mori, T., Sakamoto, K., Takahira, M., et al. (2001). Terebigemu asobi ga ningen no bouryoku koudou ni oyobosu eikyo to sono katei: Joshidaigakusei ni taisuru 2-tsu no shakaishinrigakuteki jikken [The influence of video game play on human violence and its process: Two social psychological experiments of female university students]. Studies in Simulation and Gaming, 11(1), 28-39."	"Exp"	"y"	2	"F"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.2735"	"."	"Japan"	1.75261438438986	40	0.5686827336068	0.0436654456906494	0.0873308913812987
"473"	"YY01ABb"	"AggBeh"	"both"	50	0.1297	0.130434704968708	0.145864991497895	"Yukawa, S., & Yoshida, F. (2000). Bouryokuteki terebigemu to kougekikoudou: gemu no seisitsu to insho oyobi sankasei no kouka [Violent video games and aggressive behavior: The effects of game format, impression and participation]. Proceeding of the 41st convention of the Japanese Society of Social Psychology, pp. 74-75."	"Exp"	"y"	1	"M"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.1297"	"."	"Japan"	0.894215285170673	48	0.261609743870377	0.187834348133267	0.375668696266533
"252"	"K01AC"	"AggCog"	"First"	24	0.3748	0.393995973214179	0.218217890235992	"Katori, T. (2001). Bouryokuteki bideogemu no kougeki sokushin kouka to sougosayousei [The effects of violent video games and interactivity on aggression].Proceedings of the 42nd convention of the Japanese Society of Social Science, pp. 602-603. "	"Exp"	"y"	1	"M"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.3748"	"."	"Japan"	1.80551637076177	22	0.808537805638608	0.0423489658765883	0.0846979317531767
"475"	"YY01ACb"	"AggCog"	"both"	50	0.3037	0.313590526360116	0.145864991497895	"Yukawa, S., & Yoshida, F. (2000). Bouryokuteki terebigemu to kougekikoudou: gemu no seisitsu to insho oyobi sankasei no kouka [Violent video games and aggressive behavior: The effects of game format, impression and participation]. Proceeding of the 41st convention of the Japanese Society of Social Psychology, pp. 74-75."	"Exp"	"y"	1	"M"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.3037"	"."	"Japan"	2.14986833468291	48	0.637511109332821	0.0183168035215939	0.0366336070431878
"477"	"YY01PA"	"PhysArous"	"Third"	30	0.0181	0.0181019769689528	0.192450089729875	"Yukawa, S., & Yoshida, F. (2001). Bouryokuteki terebigemu to kougeki: Gemu _tokusei oyobi sankasei no kouka [Violent video games and aggression: The effects of game format and participation], Tsukuba Psychological Research, 23,115-127. "	"Exp"	"y"	1	"M"	"y"	"Adult"	"East"	"Exp"	"Exp"	"."	"."	"."	"."	"0.0181"	"."	"Japan"	0.0940606314830039	28	0.0362059311983797	0.462865434233028	0.925730868466056
"313"	"NKS99AAL"	"AggAff"	"."	181	0.121	0.121595762693491	0.0749531688995861	"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"."	"."	"."	"."	"0.121"	"."	"Japan"	1.62228981747778	179	0.243791254493287	0.0532506379715207	0.106501275943041
"360"	"SSI04AAfL"	"AggAff"	"."	302	0.113	0.113484684482983	0.057831493196624	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"F"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"0.113"	NA	"Japan"	1.962333638821	300	0.227456863963626	0.0253238728279345	0.0506477456558691
"363"	"SSI04AAmL"	"AggAff"	"."	289	0.237	0.241593170554015	0.0591312395989083	"Shibuya, A., Sakamoto, A., Ihori, N., Yukawa, S. (2004). Media bouryoku heno sesshoku, sesshoku kankyo ga kougekisei ni oyobosu choukiteki eikyou: Shougakusei heno paneru chosa [The long-term effects of media violence and its situational variables on aggression: A panel study to elementary school children]. Proceeding of the 45th convention of the Japanese Society of Social Psychology, pp. 248-249."	"LS"	"y"	1	"M"	"y"	"Child"	"East"	"Long"	"Long"	NA	NA	NA	NA	"0.237"	NA	"Japan"	4.08571124489796	287	0.487900454731282	2.85346863161296e-05	5.70693726322592e-05
"393"	"SYS02AA2Lb"	"AggAff"	"."	780	0.077	0.0771527213267682	0.0358748001667088	"Sakamoto, A., Yukawa, S., Shibuya, A., & Ihori, N. (2002) Seishounen to housou ni kansuru chousa kenkyu: Terebi to terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyou wo chuushin toshite[A survey report about the youth and broadcasting: The influence of television and videogame violence on aggression] (Unpublished)."	"L"	"y"	2	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"0.090000"	"0.065000"	"."	"."	"0.077"	"BP,30"	"Japan"	2.1506104833544	778	0.15445857317076	0.0159071981547957	0.0318143963095914
"454"	"YS01AALb"	"AggAff"	"."	1050	0.01	0.0100003333533347	0.0309048513607707	"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"-0.012000"	"0.032000"	"."	"."	"0.01"	"BP,30"	"Japan"	0.323584580187585	1048	0.0200010000750062	0.373158561592818	0.746317123185635
"318"	"NKS99ABL"	"AggBeh"	"."	181	0.338	0.351832842375583	0.0749531688995861	"Naito, M., Kobayashi, K., & Sakamoto, A. (1999). Terebigemu no shiyou to kougekisei no ingakankei no kentou (3): chugakusei ni taisuru paneru kenkyu [Testing a causal relationship between video game use and aggression: A panel study on junior high school students]. Proceeding of the 40th convention of the Japanese Society of Social Psychology, pp. 288-289."	"L"	"y"	1	"MF"	"y"	"Child"	"East"	"Long"	"Long"	"."	"."	"."	"."	"0.338"	"."	"Japan"	4.69403558970174	179	0.718273170294969	2.65460980184402e-06	5.30921960368804e-06
